id,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40,pc41,pc42,pc43,pc44,pc45,pc46,pc47,pc48,pc49,pc50,pc51,pc52,pc53,pc54,pc55,pc56,pc57,pc58,pc59,pc60,pc61,pc62,pc63,pc64,pc65,pc66,pc67,pc68,pc69,pc70,pc71,pc72,pc73,pc74,pc75,pc76,pc77,pc78,pc79,pc80,pc81,pc82,pc83,pc84,pc85,pc86,pc87,pc88,pc89,pc90,pc91,pc92,pc93,pc94,pc95,pc96,pc97,pc98,pc99,pc100
1,-3.6029277511793434,1.1841242350496877,-0.2879104790210721,-3.375136095034771,-3.0349270263995636,1.1211764829437472,0.8729937448310303,0.6732911365904678,-0.4177820963843574,-0.34967039458083893,0.7373762369823894,-0.6846229662392926,-0.3911624072890112,-0.27979124349918555,0.2031871009665539,0.5026729145642312,-0.3925401521147124,-0.7961702942401546,0.9373779197367395,-1.1902877939644902,-0.4402065423760688,1.7656709200821146,-0.17253835614225846,-0.0197580534808208,0.3189413826938169,-0.47621912005556194,-0.02816541433345807,0.5951849085876603,0.9721623571042615,-0.5529420177135046,0.23441230302297525,1.1319177815954875,-0.36425162243880554,-0.18634614830048368,-0.4748145355427227,0.6046108808165226,-0.3044978401640792,-0.7634924357059053,-0.96317224197658,-1.1999136359695768,-0.4837386758500651,0.6164826313550096,1.2095048567490296,0.4034357300998728,0.38611595320089503,-0.014586930537485688,-0.2910741541382143,-0.5002939937602036,-0.3340548251243002,-0.03057737946511879,0.40675599876538837,-0.16644486878154108,0.7301755342017077,-0.1259287902170593,0.13054908684876734,-0.009418060081780352,0.12342389627046434,0.11531312015093864,-0.2865828052916646,0.211496324146289,-0.16397314609391886,-0.4653532061757496,-0.26009230365273434,0.7492665610175167,-0.06333842124713215,-0.5067950505909287,-0.08465202520209136,0.11997263445721885,-0.015522373452758233,-0.5197788303185165,0.27056418994260356,0.43187976065244327,0.18546107933691283,-0.2076917418715951,0.005465851334234644,0.4223970275234214,-0.03024245925428417,-0.6028247493590858,-0.7081237380822776,-0.265184938266242,0.3853560040482601,-0.006016350794756062,0.3007740607128072,-0.4375623591524409,-0.03295044336929796,-0.01924167407887247,0.8765804822122715,0.18770481955597493,-0.059081697071996876,0.30475594624390107,-0.4512290149238,-0.6432081083129129,0.3582072734511618,0.46705991356828575,-0.1576158149907647,-0.19602010619651633,0.02422996818287454,-0.33938697341175283,-0.2157651327995798,-0.0010847159472584847
2,0.456784456837782,5.949279510204405,0.7206103804690407,-2.0770796895129826,0.30550815619715554,2.0423359018487597,3.0091462077452533,0.702148732230608,1.3299747730868976,0.11767234209977277,-0.9411401301130153,0.2920010425507865,-3.9210660540095934,-0.2703168689079772,2.179829405708408,-0.17502801290275727,0.9220557472464151,-0.5484100997916419,0.6183794243210425,1.157460225819937,0.8109786211356446,-1.2222783387917766,1.8923241100494286,0.0781407176754558,-1.3759477236407809,0.4776249394429004,-0.0792468515988061,-0.9518358890937868,-1.1024745505943228,-0.19589405047594458,1.3510768579500618,1.0225429769383687,0.34908683116025124,1.4829826577390306,-1.521247167317721,-0.06335005728540107,0.36548839412279543,0.5567185341057852,0.2607817030388826,0.8074212235262586,0.0289068777433139,-1.028284070288903,-1.5431770620317604,0.6462530366546321,-0.7056867151379422,-0.26802463756804484,0.1590358304346719,0.4516196231778189,-0.17546804546916667,-0.061583832109622205,0.14596689420681327,-0.8645530106558947,0.21085399418968717,0.022019845506463666,0.06938023802542834,-0.3067213539214856,0.5064016773610841,0.10273070787121598,0.3816872605683109,-1.2377733511281965,-0.2441466698558314,-0.29681134907388484,-0.4678437516547569,-0.8448164455865983,-0.3070775853184195,-0.5615327551664033,0.0943700848180287,-0.39240142136215894,0.045942768358409956,-0.08117479404318388,-0.21827326500414493,-0.36080769758628933,0.3383301990420787,0.06292549899179092,0.6369932945550667,0.21550762101812238,-0.27388526362354515,-0.827817537455163,-0.01435030684338972,0.09044022817535068,0.07861887737254426,0.5172765429355698,0.6390019283248002,0.3957168043969571,-0.1941734656936493,-0.5131755957524001,0.20208460502218947,0.10604419788846595,0.071130229941387,0.2710451728536159,0.350498033423928,-0.307355245420301,-0.5840585124975852,-0.3129662992333875,-0.24169878175199033,0.24276917774717396,-0.28653545670474184,0.37572078865389624,0.23602429538423716,-0.19883498843002664
3,3.768879587399069,1.527634320451544,3.5710974359915526,1.3187259011751693,-4.11847141836391,-0.9171537200134493,1.6592644352285335,1.330341626931597,-3.1161065392022747,2.1205069418539955,0.899097446320309,-0.3930683236806439,2.3535017196692025,2.581568443696393,1.0434322890203334,-1.2523131048708498,-3.245576151114125,1.1858041148740093,2.068874755342674,-1.1652707762558825,-0.30195994992249964,0.27727826652415394,-0.656912145861724,-0.5585348255173253,0.22287263992971065,0.619935912692083,-0.26195250396500736,1.1597479595103886,-0.7670882034640037,0.09960877641683549,-0.45661398035280354,-0.3982115911975622,0.7682137959426626,-1.2476973658394217,-0.2079424928557307,-0.3859003276582656,-1.9272454147353286,-0.13528941994121663,1.2998148207391018,1.9825978097682488,0.18279122387605823,-2.1389426417469113,-1.7301489211536742,0.45023267379517784,-0.3454240836118108,0.4013509175177647,-0.0927397502119745,0.3836171201867141,-0.44870142790132594,0.457036849016482,-1.376997717152292,-0.40277306014051967,-0.8781895658534666,0.11757486744307226,0.16604639347358463,0.10953701454922346,0.458068140374099,0.5718732377821865,0.2968139222898346,0.209851198268697,-0.20653443198254529,0.5025661023660808,-0.40503455551135215,0.03536932166210238,0.39481524099020293,-0.1708081162659302,-0.11851396742982101,1.1415752557442904,-0.10424292416636403,0.008899601562379946,-0.5045162137269965,-0.33759468816789745,-1.0530943367498218,-0.22800889186373868,-0.6233154353061872,0.19072888131669985,0.492164730116757,-0.2928862282795203,0.32434419198787245,-0.15347587459533554,0.04508211529358361,0.7918510685175256,0.031241297647249894,0.19576821871747327,-0.18040034896730114,-1.1056216597868804,0.3136754079689488,-0.3164288195091995,-0.2669926101207523,-0.31956350246428655,0.3727452014082982,-0.4029203717913636,-0.4584036523746324,0.12204850724934885,-0.26095827040074837,0.2993822784746512,0.4846440059923438,0.022208137115577686,0.21767804778491404,0.8792948611714325
5,-3.5831557258922255,5.61557970704196,-3.1140077852601786,-3.3327406188752087,-2.608284175083889,0.36941553439400904,-0.4797198735272436,-1.7122492654436585,0.28225397255157125,-1.3038403049358365,1.2282306155246965,0.9164704201735666,-2.8807297215915564,-1.7268868069477432,3.7343568170650148,0.583858318848399,-0.6717013882443265,-0.3422302908290038,-0.673368543428336,-0.08451105465898158,-0.4240093370816896,1.4706889842473303,-0.0839303302381335,0.2956179852704145,0.2850120219287645,-1.0692527241296939,0.047508149461747744,2.449536298418171,0.017746750997351204,-0.9115037361947519,0.9694174238486962,0.6322713540239181,-0.5608531084937391,-0.7465526871493025,-0.19747003508631056,0.43353365110564895,-0.7889717983103745,-0.9382557869251124,0.3739181591362537,0.4337368880592525,0.023345404782132602,0.020736921047949886,-0.27147195391784495,-0.5372925311379861,-0.04672896224939299,-1.0521374571544828,0.7218609974251468,-0.14895076442384683,-0.08602906198460282,-0.056462442956243496,0.47083839762730795,0.09272973906581927,-0.17413462659475482,0.004377511852378175,0.43030677924671745,-0.17946721338147809,0.11235635187559447,-0.2559976389681801,-1.7217427912237748,0.42515251362307765,-1.0876509811532795,-0.045015745818047,-0.04884891135133555,-0.6915407837183235,-0.4255158753826053,1.0278043980604072,0.31459815457672846,-0.5505527977406868,0.5605617559768916,-0.8764342359480243,-0.04829145631439108,-0.26336217298210957,0.18639835545607478,0.01623701863595465,-0.6618092165081523,0.11901897216833018,-0.8186679519614684,-0.17694444216490018,0.7546207632878991,0.15109227142628537,-0.4995278404682031,-0.4619541457876962,0.21153813334859164,-0.3295781656508797,0.2766691572287116,0.02448556957571633,-0.7008720888496114,-0.15431449873842548,-0.2947750603420839,0.04466180273817877,0.03287995121380226,0.21904044441304263,1.3983646617703793,-0.018776702324489376,0.1652956291403435,-0.4574808981217451,-0.37884846458198984,-0.27721959585501155,0.16551118314103977,0.018712158567260707
6,3.263169708880828,-0.4403284285652327,-5.300399960924525,0.8412419531651167,-3.9195826089830574,-2.451559101214325,-0.5324014847717397,-3.4114476255277912,-3.6090790862804045,-1.5053845543011208,-2.789824938430544,-1.667734741263756,-2.0820230920587317,1.035575637679581,0.5930969640969518,-0.14907889164744015,0.8146698722564701,-1.4991381978246885,-0.39575109618707616,0.3796203684290226,0.11967659841328666,-0.10757501727338312,-0.07226008448538464,-1.5394076560799559,-0.05487102119015371,0.35260482628042905,0.11880352870067051,-0.05252734705091646,0.37626258138396723,0.677354149813089,-1.467766038006911,1.7366189731582908,0.716573645998755,1.2453687209686435,-0.12845957291281543,-0.2823383361568129,-1.6554366980843878,-1.2073342134924219,-0.9681154064159686,-0.1328970245458382,0.16530797247848905,0.3299404688077839,0.15588288188598484,0.24538404007750841,-0.4824939365324336,-1.0371434677432487,0.24988622192765808,0.25741224031108445,-1.1272919062060014,-0.029891258605699026,0.25521494346989576,0.7332813635192058,0.9266153292691739,-0.05679775469228763,-0.5005524329684354,0.37657063968461235,-0.13625022854565177,0.489662941439795,-1.1391863166937461,-1.317518101480834,0.4564425089548368,0.5412780009814454,-0.4637491700018858,0.8956973215741609,0.7515289031655277,-0.8463947137913779,-1.2139276125693095,-0.2507849896912456,-0.933488728609315,-0.27813234653530966,-0.3033885958254216,0.4862014705096209,-0.19330537634903944,0.1743809800195572,-0.9157466374548634,0.5352206063340272,-0.029381448534277654,0.7243326079044797,0.5150465143299483,0.9584849880367053,-0.23905863515667772,-0.48009075911233173,0.2406656408385143,-0.06055425683223709,-0.25658878732134777,-0.35888099625281816,-0.856441773512533,0.5811155520022097,-0.11588427339607006,0.050898931399674906,-0.13708929934604258,0.4675235773333501,-0.5370583247389215,0.19407339683382802,0.5420161526370595,0.040895840292103795,0.13132515979087436,0.12181293927676236,-0.7578173496572767,-0.06522448665324905
8,-10.172418491625756,-5.836169887918284,-1.3278598523838212,0.08835222103263,-0.6957732066239909,-4.17023697424387,0.9108523336842584,0.22414247791397968,-0.3178859434280691,0.05420222786244421,0.3505281553526721,-0.42713370894883573,0.26120261837755826,-0.7224256892619829,0.169391577357411,-1.927191232832282,0.4902986390743974,-1.3576528309528222,-0.3999545879943029,0.473560012535364,1.8881731819434608,-1.10864951015093,-0.7146147098460319,0.8339572576801447,-0.06102424216823842,0.49976825412648185,-0.8768326460631513,-0.8455770987468938,-0.4894555856979745,-0.2338241973202426,-0.7866802910983473,0.21584445784823375,-0.663966320754307,-0.17656846935718948,-0.8447150131240875,0.03921149860737603,-0.7719837625211713,0.32977717723349215,-0.5571953730517049,-0.46444713783346536,0.05906016436145201,0.4644741925879912,-0.72185816796229,0.6168199069933737,0.07187323108073637,0.39711305867304586,0.20864480659428294,-0.32077602734046007,0.17966786258962955,0.24285452897987272,0.6314793576547625,-0.1603427807994707,0.12456305270770263,-1.1467459698822748,-0.21806002275263314,0.4238088671666306,-0.46709945162124733,0.04207164909076724,0.34802422779818987,0.38897398744343264,-0.4132924437675275,-0.6949677304152501,0.3533243687576424,-0.5250854298217412,-0.2639525228825829,-0.0229989422900089,0.2952334414090863,-0.34216721120270743,0.5932969617434178,-0.1602975591980554,-0.024170765938603116,0.21398057120316524,1.2651574133804695,-0.8660678724760155,0.11113729514705344,-1.0651590364679244,0.302432989977336,0.014824773420490555,0.37104965600646456,0.4723815827665695,-0.3435483946168702,-0.2581686724387048,-0.12839896753670693,0.6005460737722621,-0.5042019921028283,-0.31557283432231575,0.12171741173627144,0.3022512649826657,-0.21295471587822015,-0.389570779975994,0.30702990372017247,0.17106891046308556,0.3185722031802525,-0.7935923009154624,-0.42552511585666225,0.6348014468961896,-0.12224833016170852,-0.08120295551688782,0.3523391921540671,0.0994115632839211
10,2.7748132838393285,-1.124302241455873,1.408844482759527,3.002586247929513,-3.742433980208699,-0.4281831352233393,0.014897812650065222,1.9634344222627136,-0.4753494318847388,1.721797995797077,-0.5213396340222917,-0.360538741816181,0.0953383582253149,2.7069804971933733,-0.7725055159415926,1.0335657438487906,-2.34911461602164,1.116553881016251,-0.4525768262159968,1.5729869455957102,1.2530354269434256,-0.9867904153552004,0.5579271746000196,-0.7951224906720404,0.8951875380282538,0.9701740426537023,-0.44810803084055445,0.6107927106530879,-0.5697675706946284,-0.30002536278005243,-0.8853835619381185,1.2015636961567333,-0.6126208700993545,-0.2911854151103699,-0.10949215329508434,-0.39176533236954597,0.9388519335653723,0.12280733194709959,0.6989898063251194,-0.13257769139859452,0.02757392551162789,-0.8639254013459916,1.4797865333363236,0.07217139105746738,-0.0667284851155451,-0.14830272926077537,-0.5091407432820353,0.8206765329427251,0.22733922735261042,1.3873993606392732,-0.9018192785836646,-0.26297231939598065,-0.9867239535410539,-0.5828268130091592,-0.9842507008473185,0.3641247649237399,0.7427407449184302,-0.22946398748813188,0.06689256965428787,0.3956304152023542,0.9412243393512296,-0.29103195232625506,-0.21084345229592644,-0.2252096600764726,0.16969686602727632,-0.1695228150834206,-0.29470731435689623,0.19154342327655643,-0.48570990658102775,-0.7375363837449904,-0.07581310664373012,0.3403079191686113,-0.8932020698532079,-0.3970501364766437,0.27022507466731205,-0.18493599951849074,-0.52219308007007,-0.7364185265957653,-0.07902329504690371,-0.7606187406461187,0.3360518635419376,-0.4920761976941592,0.010997268652555698,-0.36872029104418524,0.5032471147708659,0.0977238428153384,0.02014162952747013,-0.2619601283569174,0.03327770739496195,-0.040145228371181244,0.36874091140129933,-0.10222665964533285,0.07307465910877128,-0.47638784995788713,-0.49209831216117406,-0.6854678981328898,0.2798453408227016,0.35515921609583057,0.5551525468944117,-0.10112088700468115
11,14.016455679474463,-3.6806659851445636,-7.31700847541812,6.631530441923813,2.7349740660609925,3.2384623417262977,-2.9154044558063665,-1.9163865741102855,-0.9105485717557954,-4.025396331916183,-3.8279928402215138,-0.49990292890801935,1.0113252827572594,0.06493041410152936,0.6548101004461941,-1.01132558058557,-0.8802620069748603,-0.2536972715860645,1.2659210481248764,0.8576566631541048,-0.42899165158542407,2.1134753720634047,-1.3708337777931558,1.5558791598279513,1.5432240168891156,-0.8320536124005278,0.5307246725493985,-1.301976369021549,-1.2078373988644853,-0.8883903579088045,1.1907390471000425,0.5654947456872776,-1.1445326071077129,1.1247162427945347,-0.21007545090119745,-0.8567430485422978,0.14109167511477888,-1.6162737030485945,0.657617334563697,1.3872657511590611,0.2578350808992364,0.1639021523170545,-0.7673933745653726,-0.6695853864157416,-0.07142589046138431,0.4364272819089144,-0.44157347085197657,-0.32966007937669317,0.12693384768828841,-0.6200730840140761,0.2123496798443679,0.17049695742961565,-0.7226948583378869,-0.09106649919120188,0.42156539681072375,-0.5506170149938432,-0.20246793097059518,-0.5726684192112564,-0.4245392212103271,0.1406878783134592,0.007875098340033125,-0.3889602073202613,0.5519159898605228,-0.04673719597452915,1.2616654472979847,-0.0778776257513892,0.4895361942589246,0.265983869733032,-0.2881451505371445,0.1813231583023468,0.04575471777057655,0.36719471632645906,-0.06596768057173212,-0.5918367577192343,0.00027837216291875627,0.37752478870468426,-0.05424391431400082,-0.31873179288606757,0.22487536398679225,0.17598731378800067,0.497128017274432,-0.026340697620627882,-0.33539040266612535,-0.28495571293119926,0.2769078153472802,-0.40832098432854935,-0.16036953332403167,0.004285625583371877,-0.2853994629974637,0.7365226035829339,0.6795098658657543,0.7790037967856284,-0.3349702199113023,-0.44129324141727455,0.09716187203931456,0.06223010668144724,-0.04628618999424616,0.08612130421491428,0.03771222253104712,-0.45853633312446107
14,4.691864415158537,3.5758747312765378,4.490492909647207,-2.338389361096073,-3.809606689673887,3.1696330046789827,-2.825614844207132,-0.18531573193026463,-0.7368718373156478,-0.8812585447555593,1.6374048536161554,-0.17780430012926757,-1.2115166323506041,0.6119767861776235,-2.2009178908110094,1.5694741964692076,0.22780673292626955,-0.5698183121938386,0.37726328520737973,1.1151386065010713,2.285260451910997,0.8525582531014859,-0.4650396763362294,-0.6534523839183942,-0.2114608792387662,-0.07648281920256729,0.9813365598663927,0.6325137514511029,0.36970272097889506,-1.1083228336179907,-0.2529689683247471,0.3040231012748314,-0.7120828869217238,0.6448781633418175,-0.39259969817077106,-0.12787042798052092,-1.1351716063165698,0.22364332219761593,0.869125142763038,0.07115185102518613,0.6489657700669363,0.09656921656507682,-1.0512390851043576,0.1535458929805023,-0.6220933504273711,-0.47571311037128383,1.1534646866416842,-0.02591004335404683,-0.1207539849749245,-0.0845010379277528,0.4817319512508906,0.19088782413735397,-0.3735540144788178,-0.325457714754927,0.22530651385323627,0.24801557306690558,-0.027130865350629783,-1.170992753017172,0.15300100520806278,-0.6875452940148721,0.3931802901814004,-0.14874083649386813,-0.8468765673666753,-0.0834921919350188,-0.6725007191967364,0.7500771533688676,-0.39314521159075777,0.789023862746679,0.5462430697707851,0.2180036984395579,-0.6967101428930483,0.06319663825118095,-0.5205551717151046,0.5837872813052338,-1.0921241423702963,0.29502448378728174,-0.24374787751721688,0.5275298064469985,-0.2447641392861129,-0.8595223749627163,-0.48162497056434345,-0.2313494175934334,0.3441791443989731,-0.12617407585162743,-0.22388788934380013,-0.6347966873916449,0.45534875827860816,-0.7623243063955997,-0.48316699603475455,0.33756013627103787,-0.4701964353244064,-0.1597708636441749,-0.5025895519211151,0.6232542262347763,-0.1757279116894098,0.4103974149826751,-0.005640768844575335,0.6255920057032212,0.30487383705194404,-0.31247485657050944
15,-7.209953301414779,8.281853552216068,-4.195494757484506,-1.9034674930681637,3.9743762105721334,-2.8823283003146805,4.8681459475445585,-1.6081878862682615,-1.1875081665092995,2.6006031877273847,-0.1928731754477579,-0.26837518697411133,-3.1302203692273096,0.35419986182378665,1.568944271867111,3.136720969227205,2.1764157483704976,1.001013669042078,-1.8539386405919251,-0.11138690949373467,0.6401305495898791,3.466766566617621,-0.38836285397482334,0.15510855226870732,0.142144690717359,0.1242303125448804,1.3519444708938224,0.9235733342810319,-0.3224279663473587,-1.298748486814305,-0.9396855965658334,1.6776365491441951,0.8432587962198459,0.4268521848905851,1.9836644609090777,1.1055417648655899,0.5465777589355172,-1.9760242678229432,-1.6394027686098835,0.13050514530190163,-0.0900715399273822,1.2494458803060782,0.5746157333816604,2.2281863443783503,-0.7133072930041217,0.4196006478620883,0.4521134626781207,1.1842010446856452,0.3301545708922653,-0.5157865585965892,-0.32587254160702056,-0.15723944131906145,-0.01904594978534382,0.052648728212643915,1.21380928496659,0.26081433374046614,0.4316133111374315,0.4209472320738894,0.11080946971165186,0.24206646497377254,-0.47293543779692127,0.4355755662873327,-0.3329385788417237,-0.7919984914818088,0.27312142968055175,-0.41091546189858813,0.031949909540157855,0.4846344492938557,-0.4595963527021974,-0.42951826687579947,-0.14030511126012238,0.5799644949516682,0.27165217761165855,0.38468321601554084,0.05482369398078991,-0.06477783963133307,0.22547941291504908,-0.14856699290385497,0.3078678060278261,-1.1423165148730923,0.0225624652499583,0.7498282822654527,-0.30884882485032833,-0.20299867595516208,0.03288285163158168,-0.19537783860632785,-0.15908956219302806,0.16125557249909092,-0.4764745645121821,0.2724343633839247,-6.086084285299402e-05,-0.5478616292768946,-0.37342964030507986,-0.10027894031274923,-0.09193015773443712,-0.27695491381757115,-0.5132965430763411,-0.16080972837498686,-0.03344397418363209,-0.18740585689675515
