id,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,pc31,pc32,pc33,pc34,pc35,pc36,pc37,pc38,pc39,pc40,pc41,pc42,pc43,pc44,pc45,pc46,pc47,pc48,pc49,pc50
1,-3.602927751186044,1.1841242354129968,-0.28791048893635607,-3.37513609795188,-3.0349270188614943,1.121176353526577,0.8729940388370586,0.6732910914362791,-0.4177813689209361,-0.34966704399854426,0.7373772202350769,-0.6846219717083775,-0.3911712877308802,-0.2797840138700752,0.20319579076674002,0.5026446152305213,-0.39250187240133977,-0.7961252620490176,0.9374285313382057,-1.190169422867224,-0.4403940008164041,1.7658690888445672,-0.1726206043833333,-0.019790566644484527,0.3184127839416634,-0.4761680414160748,-0.029158890585684216,0.5948072605062377,0.9723023896741236,-0.5537259364137893,0.2338261030571772,1.1333705338157716,-0.3661612537307848,-0.1958204723275279,-0.4790966598704649,0.6068676708950573,-0.30682568573456864,-0.7640961402903202,-1.0148519708081436,-1.1692666563532976,-0.5027781803386518,0.5055902148315351,-1.2376639570807506,0.36105430210991807,0.3865221010903597,0.1119726070257613,-0.21067157061984934,-0.27129109503522936,-0.42189245035715467,-0.20139956945214785
2,0.4567844568327716,5.949279509942802,0.7206103912857433,-2.0770796933848175,0.3055081489225683,2.0423359184115593,3.0091460347119656,0.7021487684218073,1.3299737860354754,0.1176683375530039,-0.9411414704842466,0.29200743838837623,-3.9210490151134163,-0.27032553455344377,2.179819318884466,-0.17498674592070185,0.9220576358012211,-0.5485306112925196,0.6184331829869887,1.1574274051633544,0.8112220425806754,-1.222413014309554,1.8926835068603105,0.07846285315733795,-1.3754078718222482,0.47781336156921,-0.07883319188295147,-0.9518271418030096,-1.1004173035974587,-0.19651303505687412,1.3526816316116839,1.0170832080201258,0.3188483645879455,1.4869697660468495,-1.5223940314271436,-0.06595665527517008,0.35725179284499353,0.5746622590994327,0.31441307165187227,0.7672630924174091,0.0733175378385833,-0.9973335268720752,1.5937303297304108,0.7151723943473572,-0.7752160706066173,-0.3872637589848565,0.06853835283410889,-0.23764725418858396,0.1644837044118024,-0.023437321447501307
3,3.7688795874050744,1.5276343199891136,3.5710974357628418,1.3187258979969625,-4.11847147167984,-0.9171535266787528,1.659264472362559,1.3303413770298185,-3.116106998055223,2.120506320371565,0.8990951017689964,-0.39306804702510906,2.3535056906798584,2.581564697251915,1.043435827866435,-1.2523255662987374,-3.2455751356060794,1.1858236526407149,2.068891301413542,-1.1652092285663138,-0.3021075135261721,0.2772940059506057,-0.6565291676389057,-0.5588301035621633,0.22285832800288535,0.6196307427846872,-0.2622394765089181,1.1603128155465567,-0.7659939498898489,0.09828937436176641,-0.4558503782579632,-0.40218662446779896,0.7920990357282562,-1.235694819975887,-0.20372018147033338,-0.3832034220292312,-1.9269437546884993,-0.11508506577878636,1.5160791620095517,1.8766178915948386,0.3525956898700926,-2.025219548263432,1.8417560162566546,0.5023902827579967,-0.37732899428993394,0.2192262177586042,-0.04453241366278678,-0.4827574026522866,-0.17728526929179392,0.5445537278700225
5,-3.583155725869625,5.615579705772119,-3.114007791409733,-3.3327406324640347,-2.6082842823655996,0.36941568383028667,-0.47971978695476847,-1.7122496123644597,0.2822546989189002,-1.3038444180722157,1.2282311203171854,0.9164678381091541,-2.8807206189873393,-1.7268642487792814,3.734328862831763,0.5838698354263998,-0.671739213799178,-0.3422262265260283,-0.6733101793607842,-0.08453811315011622,-0.4237128275452291,1.4704273266561187,-0.08371974047005179,0.2963298724436608,0.28556842895406515,-1.0701141228410758,0.04790924210839078,2.4492833056583225,0.01858875052717446,-0.9118355833807811,0.9719969449150184,0.628084887370787,-0.5488662796588759,-0.7609094631039399,-0.1874644471943306,0.43606085717116855,-0.797864218309147,-0.9203191862946024,0.46128710860300265,0.4053259412698908,0.015417284144094722,0.13915504702914222,0.20865976622353402,-0.5193473873269234,-0.03199913453592962,-0.9971700946759887,0.7498898357226792,-0.06541102022320204,0.15022548581353834,-0.01118800453207604
6,3.2631697088809526,-0.44032842916798876,-5.30039996592955,0.8412419442193647,-3.9195826440469945,-2.4515590237299842,-0.5324010958145711,-3.4114475850609893,-3.609077406328135,-1.5053822610248022,-2.789820482653076,-1.6677348667427803,-2.0820312715187446,1.0355953610964241,0.5930848841432077,-0.14912532669208384,0.8146907807049502,-1.4990450349620952,-0.3957940978508524,0.37982998405047036,0.1195191659474887,-0.107675778266323,-0.07211034369560311,-1.538860953208254,-0.05602749201771409,0.3519139842470747,0.1183546272589808,-0.05251471935090401,0.37602233095737264,0.6731814682105116,-1.462497567391323,1.7361277990052253,0.6920960976462156,1.2584559751085642,-0.14132236240721294,-0.2784199422675796,-1.6562205339810125,-1.22103313442054,-0.9764245656875586,-0.11101616573096254,0.15021544675448328,0.2962307424250809,-0.21278353029580716,0.2043896054988961,-0.5012303377064024,-0.9964302955239506,0.24662213991465004,-1.1096735328085807,0.02261396979233823,-0.024028086053674895
8,-10.172418491637593,-5.836169887344166,-1.327859844387228,0.08835222402414991,-0.6957731604881188,-4.170237091936854,0.9108523980612931,0.2241426678597487,-0.3178861594069475,0.05420271903096616,0.35052887698486324,-0.42713009062828455,0.261203887586684,-0.7224317609181039,0.16940177982755386,-1.9271744404136708,0.4903087350658995,-1.3577011645592039,-0.39992254694097373,0.47347793705300634,1.8882258205953542,-1.1085318673024613,-0.7147928122043086,0.8339417255988305,-0.06077613695127459,0.5001398657454158,-0.8766483324342783,-0.8459900791048149,-0.4894839821171304,-0.23316418314980983,-0.7899144588697355,0.21876650273906717,-0.6614982159853001,-0.19035774382591955,-0.843253867621315,0.03745062048289473,-0.7721176456494535,0.33904298581484404,-0.6338863139189219,-0.4254566704086823,0.012165540051102517,0.44493451804547435,0.7299965378246588,0.6251324087888886,0.03151378108524234,0.3933307134525081,0.20916862361077795,0.19771959658561009,-0.2808180894811944,0.09317761972117919
10,2.7748132837899577,-1.1243022391040558,1.4088445150759852,3.002586249606535,-3.742433857565204,-0.4281831993508211,0.014897504346255818,1.9634352685399077,-0.4753501179039257,1.7218009447894422,-0.5213346328356144,-0.3605144949713475,0.09533864760293154,2.7069252310408176,-0.7724513658060985,1.0336316442053717,-2.3490818061955214,1.1163421894690777,-0.4526651408029555,1.57285074028027,1.2527543908443748,-0.9863178959151189,0.5569954507755824,-0.7958578822318215,0.8946547783858632,0.9703416452535804,-0.44838798813308156,0.6115780957773892,-0.5697451178368605,-0.29608576930635555,-0.8908223383489959,1.2077309867229153,-0.5878333465789483,-0.28601817143475683,-0.11903714109660186,-0.3955475745743063,0.941322408766627,0.11858519214342335,0.6503092242070898,-0.13589807085376607,0.09602443523611681,-1.0126609919805045,-1.3716326970110815,0.0671271740895439,-0.07145175847626344,-0.3440613784273004,-0.5355246190519396,0.1579539028029873,-0.037701469909054215,1.4585189707030728
11,14.016455679484707,-3.680665985101149,-7.317008469237415,6.631530448672993,2.734974091403963,3.238462379768005,-2.9154047558664837,-1.9163865272211016,-0.9105485224150258,-4.025397067049556,-3.8279954803372176,-0.49990333783501706,1.0113265807452074,0.06492416276292677,0.6548130344282701,-1.011304183862824,-0.8802669915431084,-0.25377871170017363,1.2658939104402158,0.8574917910532145,-0.4289639086731152,2.1135466600831925,-1.371121212335012,1.5556943101038547,1.543884061839245,-0.8324727605214951,0.5317349190961388,-1.3013559545180824,-1.2083797378645063,-0.886257795842789,1.1926329297377227,0.5636386586315315,-1.1679456539231727,1.1027528808454654,-0.20901519297000387,-0.8566219329618017,0.13020141301907762,-1.6116327479797605,0.7215053725832019,1.3765439768296115,0.22856562270664665,0.23826022243608747,0.7622690807045774,-0.6970667513185004,-0.012517416327220941,0.457855526743147,-0.4478124252418929,0.11702322246215846,-0.02951673130336635,-0.6359504574968005
14,4.691864415144842,3.575874731066879,4.490492927295024,-2.338389370625621,-3.809606695942111,3.169633101269712,-2.8256150486590363,-0.18531514156294812,-0.7368718428270367,-0.8812621303042519,1.6374114030807394,-0.17778928444567554,-1.2115036535633477,0.6119672895250357,-2.200925548292698,1.5695154833937803,0.22780825664886528,-0.5700081364121204,0.3772604233677155,1.1151327489713292,2.2853908757919386,0.8524247591605388,-0.4651190686356493,-0.6528371710939309,-0.211470489056599,-0.07713149390702002,0.9818150745031881,0.6324130028439704,0.3718103363412329,-1.1065603288303711,-0.2530893947602267,0.3014316656685597,-0.710775486068602,0.636748173292177,-0.39609972520120984,-0.1294819166803242,-1.1453142221425954,0.2685287711771052,0.8237026734229647,0.05826656728300406,0.6316343572744303,0.24959879040517471,0.9895551971816848,0.17888299778926425,-0.6827081245281407,-0.5064772084959736,1.0797384155680958,-0.11488797351996878,-0.018049073087814307,-0.0945392293599506
15,-7.209953301429788,8.281853552565119,-4.195494742847766,-1.9034675096564693,3.9743761742663963,-2.882328171156539,4.868145822486155,-1.6081879561546766,-1.1875083319224693,2.600601447382233,-0.19287206211179475,-0.2683602019124534,-3.1302073052729087,0.35417799192816085,1.5689618045551084,3.1367765731153074,2.1764336377271105,1.000866668312816,-1.8538549375313296,-0.11139511030154674,0.6400741142161667,3.4669672821187456,-0.38850905002933084,0.15489456634161103,0.14233500669388763,0.1236126212078203,1.3515009051940283,0.9242303411869784,-0.32005293695169534,-1.2984500039392817,-0.9404994248551783,1.6734382425181997,0.8464844032729432,0.46110821079577735,1.9808752984207179,1.1091250771701644,0.5378302507586914,-2.0035159938720803,-1.7003535946850359,0.2208811520147959,-0.2635464314667465,1.0495857242364015,-0.5704354218872175,2.2514233033160007,-0.7992409959894198,0.23980014415781314,0.4292292390361653,0.23316844953685664,1.2490016456343505,-0.22789679293530338
